imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.019759529533044166, 1.076013225038173, 1.0053445102494845, 0.9947038980227445, -0.00019507792083511138, 10.933101542409425, -1.1826903536861941, 0.11397902538989929, builtin_interfaces.msg.Time(sec=103, nanosec=47000000), 
-0.0051289129714065015, 1.102373891862092, 0.9948307811968146, 0.9974282270715398, -0.0031951786316266675, 11.032986209244067, -1.1889226208508925, 0.014527783986199, builtin_interfaces.msg.Time(sec=103, nanosec=149000000), 
-0.01701213379812588, 1.0550194752243547, 0.9823757813014485, 0.9985102989999941, -0.011703545491274508, 11.131699526037226, -1.1851958724199614, -0.08525420185951617, builtin_interfaces.msg.Time(sec=103, nanosec=217000000), 
0.027657425507585588, 1.0727304202565553, 0.9825688353553694, 0.9980596696955683, 0.012614679895278145, 11.22994903556407, -1.1716432188810642, -0.18415925577812717, builtin_interfaces.msg.Time(sec=103, nanosec=319000000), 
0.0319732404563628, 1.0724561438073121, 0.9883381652705062, 0.9987108521896705, 0.024558516383782023, 11.328562483297594, -1.1484749755170656, -0.2811673363448718, builtin_interfaces.msg.Time(sec=103, nanosec=421000000), 
-0.018997895154732634, 1.1010350382744074, 0.9923869678240183, 0.9987853692646634, -0.0023786877370769316, 11.427646529583825, -1.115854117232887, -0.3754837168056011, builtin_interfaces.msg.Time(sec=103, nanosec=523000000), 
0.014889960357597157, 1.081351041863412, 0.993578062444251, 0.9984454364642146, 0.008283230668003695, 11.52695884006214, -1.0740408010163016, -0.4661499260855158, builtin_interfaces.msg.Time(sec=103, nanosec=625000000), 
-0.09579649218333296, 1.0729382657913646, 0.9935308967099538, 0.9977056674510412, -0.056014220491042405, 11.626313731303874, -1.0234205424386447, -0.5523015765902951, builtin_interfaces.msg.Time(sec=103, nanosec=693000000), 
-0.3304656268033899, 1.1718497763450242, 0.9936105926913901, 0.9926355601008268, -0.22548310502270816, 11.7256717464574, -0.9643388388239071, -0.6333059853428863, builtin_interfaces.msg.Time(sec=103, nanosec=761000000), 
-0.34444343590542664, 1.180917431012797, 1.0094388313685958, 0.9848688115301383, -0.29869177954302, 11.826011044674994, -0.8974595361319877, -0.7081419886027057, builtin_interfaces.msg.Time(sec=103, nanosec=829000000), 
-0.03735982886647168, 1.1238249747551448, 1.0109995631021236, 0.9843923409738052, -0.13681595361022345, 11.927051386337716, -0.8237877906554293, -0.7755351923409038, builtin_interfaces.msg.Time(sec=103, nanosec=931000000), 
-0.027681984123143894, 1.127191149504491, 0.9989300590312689, 0.9889056344557033, -0.06911494169281258, 12.027405406273614, -0.744071330109518, -0.8348602116208507, builtin_interfaces.msg.Time(sec=104, nanosec=33000000), 
-0.7208087550395829, 1.105640232615568, 1.0106708407350766, 0.984690993234701, -0.47149994958194685, 12.128024032391485, -0.6581982413632621, -0.8863824551025268, builtin_interfaces.msg.Time(sec=104, nanosec=135000000), 
